Agregados macroeconómicos;Ramas de actividad;Periodo;Total
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2005;28.710
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2004;25.811
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2003;23.543
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2002;20.741
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2001;18.727
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2000;17.778
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;1999;16.722
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;1998;15.582
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;1997;14.661
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;1996;14.161
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;1995;13.328
Sueldos y salarios;86 Actividades sanitarias;2018;..
Sueldos y salarios;86 Actividades sanitarias;2017;33.926
Sueldos y salarios;86 Actividades sanitarias;2016;33.745
Sueldos y salarios;86 Actividades sanitarias;2015;32.278
Sueldos y salarios;86 Actividades sanitarias;2014;30.757
Sueldos y salarios;86 Actividades sanitarias;2013;30.120
Sueldos y salarios;86 Actividades sanitarias;2012;30.170
Sueldos y salarios;86 Actividades sanitarias;2011;32.663
Sueldos y salarios;86 Actividades sanitarias;2010;32.787
Sueldos y salarios;86 Actividades sanitarias;2009;33.035
Sueldos y salarios;86 Actividades sanitarias;2008;31.260
Sueldos y salarios;86 Actividades sanitarias;2007;28.153
Sueldos y salarios;86 Actividades sanitarias;2006;24.865
Sueldos y salarios;86 Actividades sanitarias;2005;22.781
Sueldos y salarios;86 Actividades sanitarias;2004;20.899
Sueldos y salarios;86 Actividades sanitarias;2003;19.281
Sueldos y salarios;86 Actividades sanitarias;2002;17.183
Sueldos y salarios;86 Actividades sanitarias;2001;15.828
Sueldos y salarios;86 Actividades sanitarias;2000;15.135
Sueldos y salarios;86 Actividades sanitarias;1999;13.897
Sueldos y salarios;86 Actividades sanitarias;1998;13.015
Sueldos y salarios;86 Actividades sanitarias;1997;12.306
Sueldos y salarios;86 Actividades sanitarias;1996;11.947
Sueldos y salarios;86 Actividades sanitarias;1995;11.280
Sueldos y salarios;87-88 Actividades de servicios sociales;2018;..
Sueldos y salarios;87-88 Actividades de servicios sociales;2017;9.265
Sueldos y salarios;87-88 Actividades de servicios sociales;2016;9.245
Sueldos y salarios;87-88 Actividades de servicios sociales;2015;8.942
Sueldos y salarios;87-88 Actividades de servicios sociales;2014;8.363
Sueldos y salarios;87-88 Actividades de servicios sociales;2013;7.710
Sueldos y salarios;87-88 Actividades de servicios sociales;2012;8.069
Sueldos y salarios;87-88 Actividades de servicios sociales;2011;8.596
Sueldos y salarios;87-88 Actividades de servicios sociales;2010;8.473
Sueldos y salarios;87-88 Actividades de servicios sociales;2009;8.508
Sueldos y salarios;87-88 Actividades de servicios sociales;2008;7.696
Sueldos y salarios;87-88 Actividades de servicios sociales;2007;6.843
Sueldos y salarios;87-88 Actividades de servicios sociales;2006;6.237
Sueldos y salarios;87-88 Actividades de servicios sociales;2005;5.929
Sueldos y salarios;87-88 Actividades de servicios sociales;2004;4.912
Sueldos y salarios;87-88 Actividades de servicios sociales;2003;4.262
Sueldos y salarios;87-88 Actividades de servicios sociales;2002;3.558
Sueldos y salarios;87-88 Actividades de servicios sociales;2001;2.899
Sueldos y salarios;87-88 Actividades de servicios sociales;2000;2.643
Sueldos y salarios;87-88 Actividades de servicios sociales;1999;2.825
Sueldos y salarios;87-88 Actividades de servicios sociales;1998;2.567
Sueldos y salarios;87-88 Actividades de servicios sociales;1997;2.355
Sueldos y salarios;87-88 Actividades de servicios sociales;1996;2.214
Sueldos y salarios;87-88 Actividades de servicios sociales;1995;2.048
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2018;24.287
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2017;23.504
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2016;22.567
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2015;22.338
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2014;21.689
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2013;21.483
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2012;21.938
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2011;23.067
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2010;23.343
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2009;22.971
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2008;22.500
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2007;20.598
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2006;19.263
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2005;17.939
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2004;16.544
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2003;15.604
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2002;14.689
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2001;13.678
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;2000;12.794
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;1999;12.255
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;1998;11.489
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;1997;10.797
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;1996;10.372
Sueldos y salarios;RSTU Actividades artísticas, recreativas y de entretenimiento; otras actividades de servicios; actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio;1995;10.025
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2018;8.290
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2017;7.924
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2016;7.280
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2015;7.124
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2014;6.924
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2013;6.789
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2012;6.980
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2011;7.639
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2010;7.851
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2009;7.719
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2008;7.706
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2007;6.697
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2006;6.358
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2005;6.006
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2004;5.420
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2003;5.308
Sueldos y salarios;R Actividades artísticas, recreativas y de entretenimiento;2002;5.121
